index,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II
09-03-2021,13450.0,12150.0,11250.0,13950.0,12750.0,16250.0,14200.0
10-03-2021,13450.0,12150.0,11250.0,13950.0,12750.0,16250.0,14200.0
11-03-2021,13425.0,12150.0,11250.0,13950.0,12750.0,16175.0,14200.0
12-03-2021,13400.0,12150.0,11250.0,13950.0,12750.0,16100.0,14200.0
15-03-2021,13400.0,12150.0,11250.0,13950.0,12750.0,16100.0,14200.0
16-03-2021,13400.0,12150.0,11250.0,13950.0,12750.0,16100.0,14200.0
17-03-2021,13400.0,12150.0,11250.0,13950.0,12750.0,16100.0,14200.0
18-03-2021,13400.0,12150.0,11250.0,13950.0,12750.0,16100.0,14200.0
19-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
22-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
23-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
24-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
25-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
26-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
29-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
30-03-2021,13400.0,12100.0,11250.0,13950.0,12750.0,16100.0,14200.0
31-03-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
01-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
02-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
05-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
06-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
07-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
08-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
09-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
12-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
13-04-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16050.0,14150.0
14-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
15-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
16-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
19-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
20-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
21-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
22-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
23-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
26-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
27-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
28-04-2021,13450.0,12100.0,11200.0,14050.0,12850.0,16200.0,14150.0
29-04-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
30-04-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
03-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
04-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
05-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
06-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
07-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
10-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
11-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
12-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
13-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
14-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
17-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
18-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
19-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
20-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
21-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
24-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
25-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
26-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
27-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
28-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
31-05-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
01-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
02-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
03-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
04-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
07-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
08-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
09-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
10-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
11-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
14-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
15-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
16-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
17-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
18-06-2021,13400.0,12050.0,11150.0,14000.0,12800.0,16200.0,14150.0
21-06-2021,13400.0,12050.0,11150.0,13950.0,12800.0,16200.0,14150.0
22-06-2021,13400.0,12050.0,11150.0,13950.0,12800.0,16200.0,14150.0
23-06-2021,13400.0,12050.0,11150.0,13950.0,12800.0,16200.0,14150.0
24-06-2021,13400.0,12050.0,11150.0,13950.0,12800.0,16200.0,14150.0
25-06-2021,13400.0,12050.0,11150.0,13950.0,12800.0,16200.0,14150.0
28-06-2021,13400.0,12050.0,11150.0,13950.0,12800.0,16200.0,14150.0
29-06-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
30-06-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
01-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
02-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
05-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
06-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
07-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
08-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
09-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
12-07-2021,13350.0,12000.0,11100.0,13850.0,12750.0,16200.0,14150.0
13-07-2021,13300.0,11950.0,11050.0,13800.0,12700.0,16150.0,14100.0
14-07-2021,13300.0,11950.0,11050.0,13800.0,12700.0,16150.0,14100.0
15-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
16-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
19-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
20-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
21-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
22-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
23-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
26-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
27-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
28-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
29-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
30-07-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
02-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
03-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
04-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
05-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
06-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
09-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
10-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
11-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
12-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
13-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
16-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
17-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
18-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
19-08-2021,13250.0,11950.0,11050.0,13800.0,12700.0,16000.0,13950.0
20-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
23-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
24-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
25-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
26-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
27-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
30-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
31-08-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
01-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
02-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
03-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
06-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
07-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
08-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
09-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
10-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
13-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
14-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
15-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
16-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
17-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
20-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
21-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
22-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
23-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
24-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
27-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
28-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
29-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
30-09-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
01-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
04-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
05-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
06-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
07-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
08-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
11-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
12-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
13-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
14-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
15-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
18-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
19-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
20-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
21-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
22-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
25-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
26-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
27-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
28-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
29-10-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
01-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
02-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
03-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
04-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
05-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
08-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
09-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
10-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
11-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
12-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
15-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
16-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
17-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
18-11-2021,13250.0,11950.0,11050.0,13800.0,12650.0,16000.0,13950.0
19-11-2021,13250.0,12000.0,11100.0,13800.0,12650.0,16000.0,13950.0
22-11-2021,13250.0,12000.0,11100.0,13800.0,12650.0,16000.0,13950.0
23-11-2021,13300.0,12000.0,11100.0,13800.0,12700.0,16050.0,14000.0
24-11-2021,13300.0,12050.0,11150.0,13800.0,12700.0,16050.0,14000.0
25-11-2021,13300.0,12050.0,11150.0,13800.0,12700.0,16050.0,14000.0
26-11-2021,13300.0,12050.0,11150.0,13800.0,12700.0,16050.0,14000.0
29-11-2021,13300.0,12050.0,11150.0,13800.0,12700.0,16050.0,14000.0
30-11-2021,13350.0,12100.0,11200.0,13850.0,12750.0,16050.0,14000.0
01-12-2021,13350.0,12100.0,11200.0,13850.0,12750.0,16050.0,14000.0
02-12-2021,13350.0,12100.0,11200.0,13850.0,12750.0,16050.0,14000.0
03-12-2021,13350.0,12100.0,11200.0,13850.0,12750.0,16050.0,14000.0
06-12-2021,13350.0,12100.0,11200.0,13850.0,12750.0,16050.0,14000.0
07-12-2021,13350.0,12100.0,11200.0,13900.0,12750.0,16100.0,14050.0
08-12-2021,13400.0,12150.0,11250.0,13900.0,12750.0,16100.0,14050.0
09-12-2021,13400.0,12200.0,11300.0,13900.0,12800.0,16100.0,14050.0
10-12-2021,13400.0,12200.0,11300.0,13900.0,12800.0,16100.0,14050.0
13-12-2021,13450.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
14-12-2021,13450.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
15-12-2021,13450.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
16-12-2021,13450.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
17-12-2021,13450.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
20-12-2021,13450.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
21-12-2021,13450.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
22-12-2021,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
23-12-2021,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
24-12-2021,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
27-12-2021,13550.0,12400.0,11450.0,14000.0,12950.0,16200.0,14100.0
28-12-2021,13550.0,12350.0,11450.0,14000.0,12950.0,16200.0,14100.0
29-12-2021,13550.0,12350.0,11450.0,14000.0,12950.0,16200.0,14100.0
30-12-2021,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14100.0
31-12-2021,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14100.0
03-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14100.0
04-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14100.0
05-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14100.0
06-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14100.0
07-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14100.0
10-01-2022,12600.0,11300.0,10450.0,12800.0,11800.0,15300.0,13800.0
11-01-2022,13550.0,12400.0,11500.0,14050.0,13000.0,16200.0,14150.0
12-01-2022,13600.0,12450.0,11550.0,14050.0,13000.0,16250.0,14150.0
13-01-2022,13600.0,12450.0,11550.0,14050.0,13000.0,16250.0,14150.0
14-01-2022,13600.0,12450.0,11550.0,14050.0,13000.0,16250.0,14150.0
17-01-2022,13550.0,12400.0,11500.0,14050.0,13000.0,16250.0,14150.0
18-01-2022,13550.0,12400.0,11500.0,14050.0,13000.0,16250.0,14150.0
19-01-2022,13550.0,12400.0,11500.0,14050.0,13000.0,16250.0,14150.0
20-01-2022,13550.0,12400.0,11500.0,14050.0,13000.0,16250.0,14150.0
21-01-2022,13550.0,12400.0,11500.0,14050.0,13000.0,16250.0,14150.0
24-01-2022,13550.0,12400.0,11500.0,14050.0,13000.0,16250.0,14150.0
25-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14150.0
26-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14150.0
27-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14150.0
28-01-2022,13550.0,12400.0,11500.0,14000.0,12950.0,16200.0,14150.0
31-01-2022,13550.0,12350.0,11450.0,14000.0,12950.0,16200.0,14150.0
01-02-2022,13550.0,12350.0,11450.0,14000.0,12950.0,16200.0,14150.0
02-02-2022,13550.0,12350.0,11450.0,14000.0,12950.0,16200.0,14150.0
03-02-2022,13550.0,12350.0,11450.0,14000.0,12950.0,16200.0,14150.0
04-02-2022,13550.0,12350.0,11450.0,14000.0,12950.0,16200.0,14150.0
07-02-2022,13500.0,12350.0,11450.0,14000.0,12950.0,16200.0,14100.0
08-02-2022,13500.0,12350.0,11450.0,14000.0,12950.0,16200.0,14100.0
09-02-2022,13500.0,12350.0,11450.0,14000.0,12950.0,16200.0,14100.0
10-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
11-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
14-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
15-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
16-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
17-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
18-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
21-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
22-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
23-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
24-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
25-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
28-02-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
01-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
02-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
03-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
04-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
07-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
08-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
09-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
10-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
11-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
14-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
15-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
16-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
17-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
18-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
21-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
22-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
23-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
24-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
25-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
28-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
29-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
30-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
31-03-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
01-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
04-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
05-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
06-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
07-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
08-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
11-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
12-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
13-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
14-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
15-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
18-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
19-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
20-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
21-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
22-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
25-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
26-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
27-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
28-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
29-04-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
02-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
03-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
04-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
05-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
06-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
09-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
10-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
11-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
12-05-2022,13450.0,12300.0,11400.0,13950.0,12900.0,16150.0,14100.0
13-05-2022,13400.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
16-05-2022,13400.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
17-05-2022,13400.0,12250.0,11350.0,13900.0,12850.0,16100.0,14050.0
